item,itemLabel,participating_team,participating_teamLabel
http://www.wikidata.org/entity/Q796678,1890 FA Cup Final,http://www.wikidata.org/entity/Q19446,Blackburn Rovers F.C.
http://www.wikidata.org/entity/Q4555493,1875 FA Cup Final,http://www.wikidata.org/entity/Q1418905,Royal Engineers A.F.C.
http://www.wikidata.org/entity/Q105686379,2021 FA Cup Final,http://www.wikidata.org/entity/Q9616,Chelsea F.C.
http://www.wikidata.org/entity/Q2634414,2012 FA Cup Final,http://www.wikidata.org/entity/Q9616,Chelsea F.C.
http://www.wikidata.org/entity/Q2977491,1873 FA Cup Final,http://www.wikidata.org/entity/Q841201,Wanderers F.C.
http://www.wikidata.org/entity/Q4484522,1993 FA Cup Final,http://www.wikidata.org/entity/Q9617,Arsenal F.C.
http://www.wikidata.org/entity/Q1345035,1923 FA Cup Final,http://www.wikidata.org/entity/Q19451,Bolton Wanderers F.C.
http://www.wikidata.org/entity/Q2616571,2003 FA Cup Final,http://www.wikidata.org/entity/Q18732,Southampton F.C.
http://www.wikidata.org/entity/Q4484505,1972 FA Cup Final,http://www.wikidata.org/entity/Q9617,Arsenal F.C.
http://www.wikidata.org/entity/Q4484526,1998 FA Cup Final,http://www.wikidata.org/entity/Q9617,Arsenal F.C.
http://www.wikidata.org/entity/Q4484526,1998 FA Cup Final,http://www.wikidata.org/entity/Q18716,Newcastle United F.C.
http://www.wikidata.org/entity/Q4484500,1971 FA Cup Final,http://www.wikidata.org/entity/Q1130849,Liverpool F.C.
http://www.wikidata.org/entity/Q4484524,1996 FA Cup Final,http://www.wikidata.org/entity/Q1130849,Liverpool F.C.
http://www.wikidata.org/entity/Q285096,1967 FA Cup Final,http://www.wikidata.org/entity/Q18741,Tottenham Hotspur F.C.
http://www.wikidata.org/entity/Q4484483,1927 FA Cup Final,http://www.wikidata.org/entity/Q9617,Arsenal F.C.
http://www.wikidata.org/entity/Q2151884,1989 FA Cup Final,http://www.wikidata.org/entity/Q5794,Everton F.C.
http://www.wikidata.org/entity/Q777237,1970 FA Cup Final,http://www.wikidata.org/entity/Q1128631,Leeds United F.C.
http://www.wikidata.org/entity/Q4484486,1932 FA Cup Final,http://www.wikidata.org/entity/Q9617,Arsenal F.C.
http://www.wikidata.org/entity/Q4484486,1932 FA Cup Final,http://www.wikidata.org/entity/Q18716,Newcastle United F.C.
http://www.wikidata.org/entity/Q4484500,1971 FA Cup Final,http://www.wikidata.org/entity/Q9617,Arsenal F.C.
http://www.wikidata.org/entity/Q4484510,1979 FA Cup Final,http://www.wikidata.org/entity/Q9617,Arsenal F.C.
http://www.wikidata.org/entity/Q1345035,1923 FA Cup Final,http://www.wikidata.org/entity/Q18747,West Ham United F.C.
http://www.wikidata.org/entity/Q2045615,1957 FA Cup Final,http://www.wikidata.org/entity/Q18711,Aston Villa F.C.
http://www.wikidata.org/entity/Q2665418,2010 FA Cup Final,http://www.wikidata.org/entity/Q9616,Chelsea F.C.
http://www.wikidata.org/entity/Q285096,1967 FA Cup Final,http://www.wikidata.org/entity/Q9616,Chelsea F.C.
http://www.wikidata.org/entity/Q2045615,1957 FA Cup Final,http://www.wikidata.org/entity/Q18656,Manchester United F.C.
http://www.wikidata.org/entity/Q2634414,2012 FA Cup Final,http://www.wikidata.org/entity/Q1130849,Liverpool F.C.
http://www.wikidata.org/entity/Q777237,1970 FA Cup Final,http://www.wikidata.org/entity/Q9616,Chelsea F.C.
http://www.wikidata.org/entity/Q604772,2000 FA Cup Final,http://www.wikidata.org/entity/Q9616,Chelsea F.C.
http://www.wikidata.org/entity/Q2665418,2010 FA Cup Final,http://www.wikidata.org/entity/Q19604,Portsmouth F.C.
http://www.wikidata.org/entity/Q2062071,1913 FA Cup Final,http://www.wikidata.org/entity/Q18711,Aston Villa F.C.
http://www.wikidata.org/entity/Q2616571,2003 FA Cup Final,http://www.wikidata.org/entity/Q9617,Arsenal F.C.
http://www.wikidata.org/entity/Q2151884,1989 FA Cup Final,http://www.wikidata.org/entity/Q1130849,Liverpool F.C.
http://www.wikidata.org/entity/Q4555547,1876 FA Cup Final,http://www.wikidata.org/entity/Q841201,Wanderers F.C.
http://www.wikidata.org/entity/Q3072401,1956 FA Cup Final,http://www.wikidata.org/entity/Q19444,Birmingham City F.C.
http://www.wikidata.org/entity/Q604772,2000 FA Cup Final,http://www.wikidata.org/entity/Q18711,Aston Villa F.C.
http://www.wikidata.org/entity/Q4484485,1930 FA Cup Final,http://www.wikidata.org/entity/Q19473,Huddersfield Town A.F.C.
http://www.wikidata.org/entity/Q2062071,1913 FA Cup Final,http://www.wikidata.org/entity/Q18739,Sunderland A.F.C.
http://www.wikidata.org/entity/Q2661161,2004 FA Cup Final,http://www.wikidata.org/entity/Q18656,Manchester United F.C.
http://www.wikidata.org/entity/Q1415502,1921 FA Cup Final,http://www.wikidata.org/entity/Q19500,Wolverhampton Wanderers F.C.
http://www.wikidata.org/entity/Q2349402,2008 FA Cup Final,http://www.wikidata.org/entity/Q18662,Cardiff City F.C.
http://www.wikidata.org/entity/Q4555455,1874 FA Cup Final,http://www.wikidata.org/entity/Q1808487,Oxford University A.F.C.
http://www.wikidata.org/entity/Q4484505,1972 FA Cup Final,http://www.wikidata.org/entity/Q1128631,Leeds United F.C.
http://www.wikidata.org/entity/Q4484489,1939 FA Cup Final,http://www.wikidata.org/entity/Q19604,Portsmouth F.C.
http://www.wikidata.org/entity/Q4484509,1978 FA Cup Final,http://www.wikidata.org/entity/Q9653,Ipswich Town F.C.
http://www.wikidata.org/entity/Q2574490,2007 FA Cup Final,http://www.wikidata.org/entity/Q9616,Chelsea F.C.
http://www.wikidata.org/entity/Q4555455,1874 FA Cup Final,http://www.wikidata.org/entity/Q1418905,Royal Engineers A.F.C.
http://www.wikidata.org/entity/Q4555595,1877 FA Cup Final,http://www.wikidata.org/entity/Q1808487,Oxford University A.F.C.
http://www.wikidata.org/entity/Q4484483,1927 FA Cup Final,http://www.wikidata.org/entity/Q18662,Cardiff City F.C.
http://www.wikidata.org/entity/Q3072401,1956 FA Cup Final,http://www.wikidata.org/entity/Q50602,Manchester City F.C.
http://www.wikidata.org/entity/Q4484528,1999 FA Cup Final,http://www.wikidata.org/entity/Q18656,Manchester United F.C.
http://www.wikidata.org/entity/Q2584412,2005 FA Cup Final,http://www.wikidata.org/entity/Q18656,Manchester United F.C.
http://www.wikidata.org/entity/Q765577,1991 FA Cup Final,http://www.wikidata.org/entity/Q18741,Tottenham Hotspur F.C.
http://www.wikidata.org/entity/Q765577,1991 FA Cup Final,http://www.wikidata.org/entity/Q19490,Nottingham Forest F.C.
http://www.wikidata.org/entity/Q4555595,1877 FA Cup Final,http://www.wikidata.org/entity/Q841201,Wanderers F.C.
http://www.wikidata.org/entity/Q4484515,1986 FA Cup Final,http://www.wikidata.org/entity/Q5794,Everton F.C.
http://www.wikidata.org/entity/Q4484517,1990 FA Cup Final,http://www.wikidata.org/entity/Q19467,Crystal Palace F.C.
http://www.wikidata.org/entity/Q4484518,1992 FA Cup Final,http://www.wikidata.org/entity/Q18739,Sunderland A.F.C.
http://www.wikidata.org/entity/Q2661161,2004 FA Cup Final,http://www.wikidata.org/entity/Q19487,Millwall F.C.
http://www.wikidata.org/entity/Q2574490,2007 FA Cup Final,http://www.wikidata.org/entity/Q18656,Manchester United F.C.
http://www.wikidata.org/entity/Q4555641,1878 FA Cup Final,http://www.wikidata.org/entity/Q1418905,Royal Engineers A.F.C.
http://www.wikidata.org/entity/Q2349402,2008 FA Cup Final,http://www.wikidata.org/entity/Q19604,Portsmouth F.C.
